,Sex,Age,EducationLevel,HouseholdPosition,HouseholdSize,Country,EconomicStatus,CurEcoActivity,MaritalStatus,Occupation
630,1,27,4,2,4,1,1,10,2,0
631,1,42,6,3,2,1,1,4,2,0
632,2,42,4,5,1,1,2,8,4,1
633,2,22,6,7,2,1,1,8,1,1
634,1,16,4,5,1,1,1,2,1,1
635,2,22,5,7,3,1,1,6,2,1
636,2,27,4,2,4,1,1,1,2,1
637,1,32,6,2,4,1,1,5,2,0
638,2,59,3,4,3,1,3,7,1,1
639,2,22,4,2,5,1,1,1,2,1
640,2,22,4,2,4,1,1,4,2,1
641,2,18,4,2,3,1,1,1,2,1
642,1,32,6,2,4,1,1,5,2,0
643,2,27,3,2,5,1,1,2,2,0
644,2,32,2,2,3,1,1,3,2,1
645,1,22,2,2,4,1,1,12,2,1
646,2,27,3,2,4,1,1,1,2,1
647,2,21,6,7,3,1,1,5,1,0
648,2,32,5,2,3,1,1,5,2,1
649,1,22,4,2,3,1,1,2,2,0
650,1,18,3,6,3,1,1,4,1,0
651,1,16,3,4,4,1,1,10,1,1
652,1,32,2,5,1,1,1,3,4,1
653,1,32,5,2,4,1,1,6,2,0
654,2,22,6,2,4,1,1,5,2,1
655,1,37,5,3,2,3,1,2,2,0
656,2,16,4,5,1,1,1,1,1,1
657,2,32,2,8,5,1,1,4,1,1
658,1,21,3,2,4,1,1,12,2,0
659,1,37,2,2,5,1,1,6,2,1
660,2,18,6,5,1,1,3,3,1,0
661,1,42,6,3,2,1,1,1,2,1
662,1,37,4,2,3,1,1,5,2,1
663,1,22,4,2,5,1,2,7,2,0
664,2,16,4,4,3,1,1,2,1,1
665,2,16,5,5,1,1,3,3,1,1
666,2,21,4,2,3,1,1,2,2,1
667,2,42,3,3,2,1,2,11,2,0
668,1,52,4,3,2,1,2,1,2,1
669,1,21,4,2,5,1,1,2,2,0
670,2,59,3,4,4,1,1,1,1,1
671,2,18,5,3,2,1,1,3,2,0
672,2,42,3,1,2,1,1,6,4,1
673,1,59,2,4,5,1,3,1,1,1
674,1,42,4,3,2,1,1,4,2,1
675,2,32,3,3,2,1,1,1,2,0
676,1,27,2,2,3,1,1,1,2,1
677,1,37,4,2,4,1,1,4,2,1
678,2,16,4,5,1,2,3,2,1,1
679,1,32,6,7,2,1,1,2,4,0
680,1,37,2,3,2,2,1,3,2,1
681,1,27,4,2,5,1,1,1,2,0
682,2,27,4,2,4,1,1,9,2,1
683,2,16,2,5,1,1,1,4,1,0
684,2,27,6,2,5,1,1,3,2,0
685,2,16,4,1,2,1,1,3,1,1
686,1,16,5,5,1,1,3,5,1,0
687,2,18,3,6,3,1,1,9,4,1
688,1,37,6,2,4,1,1,5,2,0
689,1,32,6,2,3,2,1,2,2,0
690,2,18,4,1,2,1,1,7,1,1
691,1,59,2,4,3,1,3,11,1,1
692,2,27,3,2,5,1,1,6,2,1
693,1,59,3,4,4,1,1,8,1,1
694,2,59,4,4,4,1,3,1,1,1
695,2,16,4,4,5,1,1,3,1,1
696,2,37,3,3,2,1,2,1,2,0
697,2,37,6,2,3,1,1,8,2,0
698,2,42,2,3,2,1,1,1,2,1
699,1,37,3,3,2,1,1,5,2,1
700,2,21,6,1,2,1,1,2,4,0
701,1,32,6,2,3,1,1,5,2,0
702,1,21,6,2,4,1,1,1,2,0
703,1,21,6,5,1,1,1,4,1,0
704,2,27,4,2,4,1,1,10,2,1
705,1,21,4,5,1,1,2,11,1,0
706,2,18,6,1,2,1,1,6,1,0
707,2,22,3,4,3,1,1,4,1,0
708,2,22,5,2,4,1,1,2,2,0
709,2,18,3,7,2,1,1,4,1,1
710,2,21,2,2,3,1,1,2,2,0
711,1,22,6,1,2,1,1,8,1,0
712,1,18,4,5,1,1,1,2,1,0
713,1,27,6,2,5,1,1,4,2,0
714,2,59,4,4,3,1,3,9,1,1
715,1,32,6,2,4,1,1,5,2,0
716,2,32,4,3,2,1,1,6,2,1
717,1,32,4,2,6,1,1,4,2,0
718,1,18,4,5,1,1,1,2,4,1
719,1,22,5,2,3,1,1,4,2,0
720,2,21,3,1,2,1,1,4,1,1
721,1,37,2,2,3,1,1,7,2,1
722,1,18,4,2,3,1,1,1,2,1
723,2,27,3,7,3,1,1,10,4,1
724,1,32,6,6,5,1,1,4,3,1
725,2,22,4,5,1,1,1,4,1,1
726,1,27,3,2,5,1,1,12,2,0
727,1,22,4,2,4,1,1,1,2,0
728,1,22,4,6,4,1,1,10,4,0
729,1,32,4,2,4,1,1,4,2,1
730,2,21,4,5,1,1,1,2,1,0
731,2,42,3,3,2,1,1,2,2,1
732,2,59,3,4,4,1,1,8,1,1
733,2,22,4,2,3,2,1,1,2,0
734,2,21,3,2,4,1,1,4,2,1
735,2,59,4,4,4,1,1,8,1,1
736,1,32,4,2,3,1,1,4,2,0
737,1,37,6,6,4,1,1,3,1,0
738,1,37,4,3,2,1,1,6,2,1
739,1,32,6,3,2,1,1,3,2,0
740,1,21,4,2,4,3,1,6,2,1
741,1,21,4,5,1,1,1,2,1,0
742,1,27,4,1,2,3,1,6,1,1
743,1,21,6,4,3,1,1,4,1,1
744,1,37,6,3,2,1,1,6,2,0
745,2,21,3,6,4,1,1,8,1,0
746,1,21,6,2,4,1,1,4,2,0
747,1,37,6,2,5,3,1,4,2,0
748,2,42,3,5,1,1,1,2,3,1
749,2,27,6,2,4,1,1,5,2,0
750,1,21,6,3,2,1,1,4,2,0
751,2,27,2,2,3,2,1,2,2,1
752,2,21,4,2,4,1,1,3,2,1
753,2,22,4,6,4,1,1,10,1,1
754,1,32,4,2,4,1,1,2,2,1
755,1,37,4,3,2,1,1,1,2,0
756,1,37,6,3,2,1,1,6,2,0
757,2,37,2,3,2,1,1,2,2,0
758,1,27,4,2,5,1,1,4,2,1
759,1,27,6,2,6,1,1,1,2,0
760,1,42,6,3,2,1,1,2,2,0
761,1,21,4,5,1,1,1,1,1,1
762,1,37,6,2,3,1,1,5,2,0
763,2,18,6,3,2,1,1,6,2,1
764,1,21,6,5,1,1,3,3,1,0
765,1,18,3,3,2,1,1,1,2,0
766,2,21,4,2,4,1,1,10,2,1
767,2,18,6,4,3,1,1,5,1,0
768,2,18,4,3,2,1,1,11,2,1
769,1,27,4,2,5,1,2,11,2,0
770,2,42,3,2,4,1,1,9,2,1
771,1,42,3,2,3,1,2,9,2,0
772,1,59,2,4,4,1,3,2,1,1
773,1,18,4,1,2,1,1,1,1,1
774,1,16,4,4,3,1,1,2,1,1
775,1,16,3,1,2,1,1,1,1,1
776,1,32,6,6,3,1,1,5,1,0
777,2,27,4,2,4,1,1,2,2,1
778,2,18,6,5,1,1,1,1,1,0
779,2,37,4,5,1,1,1,3,4,1
780,2,21,6,5,1,1,1,5,1,0
781,2,37,4,3,2,1,1,2,2,1
782,2,27,3,2,4,1,1,9,2,1
783,1,42,4,2,3,1,1,2,2,0
784,2,59,4,5,1,1,3,1,1,1
785,1,42,6,3,2,1,1,3,2,0
786,1,32,3,2,4,1,1,4,2,0
787,2,21,6,2,3,1,1,2,2,0
788,1,16,4,4,4,1,2,11,1,0
789,1,32,3,3,2,1,1,6,2,1
790,2,21,4,1,2,1,1,2,1,1
791,1,42,4,3,2,1,1,1,2,0
792,2,21,4,6,3,1,2,8,1,0
793,2,21,4,6,4,1,2,8,1,1
794,2,32,4,3,2,1,2,1,2,0
795,2,27,6,2,3,1,2,2,2,0
796,1,32,6,2,4,1,2,11,2,0
797,2,18,4,3,2,1,1,2,2,0
798,2,21,2,2,4,1,1,1,2,1
799,1,42,4,5,1,1,1,3,4,1
800,1,37,4,3,2,1,2,9,2,0
801,1,18,3,4,5,1,1,2,1,1
802,1,16,3,4,3,1,1,6,1,1
803,2,18,6,1,2,1,1,3,1,0
804,2,22,3,2,5,1,2,11,2,0
805,2,59,3,4,4,1,3,1,1,1
806,2,18,2,2,3,1,1,3,2,1
807,2,18,4,4,3,1,1,1,1,1
808,2,22,4,2,4,1,1,2,2,1
809,1,27,6,5,1,1,1,3,1,0
810,2,42,4,5,1,1,1,2,4,1
811,2,16,3,1,2,1,1,9,1,1
812,1,37,2,2,3,1,1,7,2,1
813,2,22,4,2,4,1,1,6,2,1
814,1,32,6,2,5,1,1,1,2,0
815,1,21,4,2,3,1,1,10,2,0
816,1,18,4,6,4,1,3,2,1,1
817,1,37,6,3,2,1,1,5,2,0
818,2,21,5,2,4,1,1,7,2,1
819,1,18,4,5,1,1,1,4,1,0
820,2,59,4,4,4,1,3,1,1,1
821,2,16,4,5,1,1,1,9,1,1
822,2,32,6,4,2,1,1,5,1,0
823,2,18,6,2,3,1,1,2,2,0
824,2,18,2,4,2,1,1,2,1,1
825,1,32,4,2,4,1,1,4,2,0
826,2,42,3,2,3,1,2,11,2,0
827,1,42,2,3,2,1,2,9,2,0
828,1,22,4,2,4,1,1,8,2,0
829,1,27,6,3,2,1,1,3,2,0
830,2,27,3,3,3,1,1,3,2,1
831,2,22,4,2,3,1,1,1,2,1
832,1,18,4,1,2,1,1,1,1,0
833,1,27,3,2,5,1,1,7,2,1
834,2,21,4,2,3,1,1,4,2,1
835,2,16,4,1,2,1,3,1,1,1
836,1,37,5,2,4,1,1,12,2,0
837,2,27,6,2,4,1,1,5,2,0
838,2,22,6,5,1,1,1,3,1,0
839,2,21,4,3,2,1,1,7,2,1
840,2,47,6,5,1,1,1,2,4,0
841,1,16,3,4,3,1,1,12,1,1
842,2,27,6,1,2,1,1,5,4,0
843,1,22,6,2,5,1,1,2,2,0
844,2,42,3,2,4,1,1,7,2,0
845,2,21,6,1,2,1,1,3,1,0
846,1,22,6,2,5,1,1,2,2,0
847,2,18,6,1,2,1,1,7,1,1
848,1,27,4,2,5,1,2,11,2,0
849,1,32,6,2,3,1,1,6,2,0
850,2,32,3,2,3,1,1,1,2,1
851,1,22,4,2,4,1,1,9,2,1
852,1,37,6,3,2,1,1,4,2,0
853,2,32,4,7,3,2,1,5,4,1
854,1,18,2,4,3,1,1,1,1,1
855,2,47,2,2,3,1,1,8,2,1
856,1,32,4,2,5,1,1,12,2,0
857,2,42,2,2,3,2,1,3,2,1
858,2,18,4,5,1,1,1,5,1,1
859,2,18,6,1,2,1,1,1,1,1
860,2,21,3,2,3,1,1,12,2,1
861,1,42,6,3,2,1,1,4,2,1
862,2,16,4,1,2,1,1,4,1,1
863,2,22,4,2,4,1,1,4,2,1
864,2,18,3,1,2,1,1,4,1,1
865,1,27,6,2,4,1,1,8,2,0
866,1,16,3,1,2,1,1,1,1,1
867,1,42,1,3,2,1,1,3,2,1
868,1,27,6,2,5,1,2,3,2,0
869,2,47,3,3,2,1,1,3,2,1
870,2,18,6,5,1,1,1,5,1,0
871,1,32,4,2,5,3,1,4,2,0
872,1,27,2,2,4,1,1,12,2,1
873,1,32,4,2,4,1,1,6,2,0
874,2,21,6,2,5,1,1,3,2,0
875,2,21,6,6,3,1,1,8,1,0
876,2,27,2,2,4,1,1,3,2,1
877,1,27,6,2,5,1,1,2,2,0
878,2,16,4,1,2,1,1,3,1,1
879,1,18,6,1,2,1,1,4,1,1
880,1,27,5,2,4,1,1,4,2,0
881,2,27,4,2,5,1,1,3,2,0
882,2,22,4,5,1,1,1,10,1,0
883,1,32,4,7,2,1,2,2,4,0
884,1,42,6,2,3,1,1,12,2,0
885,2,21,2,2,5,2,1,2,2,1
886,1,22,6,2,4,1,1,2,2,0
887,2,16,4,5,1,1,3,9,1,1
888,2,27,4,2,4,2,1,1,2,1
889,2,21,3,2,6,1,1,1,2,1
890,2,27,5,7,3,1,1,10,4,0
891,2,32,4,6,3,1,2,1,4,0
892,1,59,2,4,4,1,3,9,1,1
893,2,21,2,2,3,1,1,3,2,1
894,2,18,6,3,2,1,1,5,2,0
895,1,22,4,3,2,1,1,11,2,0
896,1,27,5,2,4,2,1,4,2,1
897,1,42,4,3,2,1,1,2,2,0
898,1,27,6,2,4,1,1,5,2,0
899,2,21,4,2,4,2,1,1,2,1
900,2,32,4,3,2,1,1,2,2,1
901,1,47,3,3,2,1,1,7,2,1
902,1,32,4,2,4,1,1,1,2,0
903,2,47,2,3,2,1,1,6,2,1
904,2,16,4,4,4,1,3,4,1,1
905,1,21,4,2,4,1,1,12,2,0
906,1,27,4,5,1,1,1,9,4,0
907,2,37,4,2,3,1,1,8,2,1
908,1,27,3,2,4,3,1,2,2,1
909,2,32,5,3,2,1,1,3,2,0
910,2,18,2,4,2,2,1,1,1,1
911,2,42,6,3,2,1,1,2,2,1
912,1,59,4,8,2,1,3,2,1,1
913,2,42,4,3,2,1,2,1,2,1
914,1,37,2,2,3,1,1,12,2,0
915,2,37,6,1,2,1,1,8,1,0
916,1,21,6,2,5,1,1,2,2,0
917,1,42,4,3,2,1,1,6,2,1
918,1,42,1,3,2,1,2,11,2,0
919,2,42,6,3,2,1,1,2,2,0
920,2,27,4,2,6,1,2,4,2,0
921,1,59,2,4,6,1,3,11,1,1
922,2,22,3,2,4,1,1,10,2,1
923,1,21,6,4,3,1,1,2,1,0
924,1,21,6,4,2,1,1,3,1,1
925,1,37,6,3,2,1,1,5,2,0
926,1,27,4,2,3,1,1,2,2,0
927,2,59,3,4,4,1,3,1,1,1
928,1,32,4,2,5,1,1,3,2,1
929,2,27,3,2,6,1,2,11,2,0
930,1,22,6,1,2,1,1,3,1,0
931,2,18,6,3,2,1,1,5,2,0
932,1,16,4,4,3,1,1,1,1,1
933,2,59,2,4,4,1,3,3,1,1
934,2,42,3,3,2,1,1,1,2,1
935,2,32,3,2,4,1,1,2,2,1
936,1,27,6,3,2,2,1,5,2,0
937,2,42,3,2,3,1,1,1,2,1
938,2,21,4,2,3,1,1,4,2,1
939,1,37,4,3,2,1,1,4,2,0
940,1,37,6,2,4,1,1,4,2,0
941,2,27,1,2,4,1,1,6,2,1
942,1,32,6,2,3,1,2,2,2,0
943,1,21,4,5,1,1,1,4,1,0
944,2,18,4,5,1,1,1,3,1,1
945,2,21,6,2,4,1,1,3,2,0
946,1,22,6,2,6,1,1,6,2,0
947,2,27,5,2,4,1,1,3,2,0
948,2,21,5,7,2,1,1,3,4,1
949,2,22,4,2,4,1,1,8,2,1
950,1,32,4,2,3,1,1,10,2,0
951,2,16,3,1,2,1,1,7,1,1
952,1,18,3,1,2,1,1,2,1,1
953,2,18,4,1,2,1,1,2,1,1
954,2,16,4,1,2,1,3,1,1,1
955,2,37,2,3,2,1,1,1,2,1
956,1,37,6,5,1,1,1,5,4,0
957,1,21,6,1,2,1,1,4,1,0
958,1,18,3,1,2,1,1,1,1,1
959,1,16,3,1,2,1,1,2,1,1
960,2,21,2,6,4,3,1,2,4,1
961,1,32,4,2,5,1,1,12,2,0
962,1,32,4,3,2,1,1,1,2,1
963,2,21,3,2,5,1,2,9,2,0
964,1,22,6,2,5,1,1,12,2,0
965,1,59,4,4,4,1,1,7,1,1
966,1,18,3,2,3,1,2,9,2,0
967,1,18,6,4,4,3,1,6,1,1
968,2,18,3,2,3,1,1,1,2,1
969,2,32,4,3,2,1,1,3,2,1
970,1,21,6,3,2,1,1,6,2,0
971,2,18,6,6,4,1,1,5,1,0
972,2,32,4,2,4,1,2,3,2,1
973,2,18,2,6,3,1,1,3,1,1
974,1,22,6,2,4,1,1,2,2,0
975,2,27,3,2,4,1,1,3,2,1
976,2,32,3,3,2,1,1,1,2,1
977,1,37,3,3,2,1,2,9,2,0
978,2,27,4,2,5,1,1,1,2,0
979,1,22,6,1,2,1,2,2,1,0
980,2,18,3,4,3,3,1,2,1,1
981,1,22,4,2,6,1,1,12,2,0
982,1,22,4,2,4,1,1,2,2,0
983,1,18,6,5,1,2,1,1,1,0
984,1,21,4,3,2,1,1,1,2,1
985,2,18,6,1,2,1,1,2,1,0
986,2,18,6,1,2,1,1,2,1,0
987,2,59,3,4,5,1,1,2,1,1
988,2,18,4,5,1,1,1,3,1,1
989,1,42,4,3,2,1,1,6,2,0
990,1,21,6,4,3,1,1,10,1,1
991,2,59,3,4,5,1,3,9,1,1
992,1,27,4,3,2,2,1,4,2,1
993,1,16,4,5,1,1,3,9,1,1
994,1,59,3,4,3,1,1,2,1,1
995,1,32,3,2,5,1,1,12,2,0
996,2,16,6,1,2,1,1,3,1,0
997,1,37,5,3,2,1,1,4,2,0
998,1,42,4,2,5,1,1,1,2,0
999,2,22,6,2,4,1,1,10,2,0
1000,2,18,6,4,4,1,1,3,1,1
1001,2,42,4,3,2,1,1,8,2,0
1002,1,21,6,3,2,1,1,4,2,0
1003,1,27,4,2,5,1,1,12,2,0
1004,1,22,4,2,4,1,1,1,2,1
1005,1,16,3,2,4,1,1,9,2,1
1006,1,16,3,5,1,2,1,2,1,1
1007,1,42,4,7,2,1,1,2,4,0
1008,1,37,4,2,5,1,1,4,2,0
1009,2,21,6,2,3,1,1,2,2,0
1010,2,27,6,7,3,1,2,9,2,1
1011,1,21,6,2,4,1,1,2,2,0
1012,1,18,3,1,2,1,1,2,1,1
1013,1,22,3,2,5,3,1,7,2,1
1014,1,37,6,3,2,1,1,5,2,0
1015,2,37,2,3,2,1,1,6,2,1
1016,1,47,4,3,2,1,1,1,2,1
1017,1,22,4,3,2,1,1,6,2,0
1018,2,32,6,6,4,1,1,5,4,0
1019,1,27,4,2,4,1,1,2,2,1
1020,2,21,5,6,3,1,1,4,1,0
1021,1,27,4,2,5,3,1,1,2,1
1022,2,21,4,2,3,1,1,3,2,1
1023,1,37,5,2,4,1,1,2,2,0
1024,2,18,6,1,2,1,1,6,1,0
1025,2,59,6,4,4,1,3,9,1,1
1026,1,22,6,1,2,1,1,9,1,1
1027,1,37,4,2,3,1,1,7,2,1
1028,2,18,5,5,1,1,1,4,1,1
1029,2,42,6,3,2,3,1,3,2,1
1030,2,37,4,3,2,1,2,8,2,1
1031,1,32,6,5,1,1,1,5,1,0
1032,1,22,4,2,4,1,2,1,2,0
1033,1,16,4,4,3,1,1,10,1,1
1034,1,22,4,2,5,1,1,2,2,1
1035,2,32,4,1,2,1,1,2,1,0
1036,1,27,6,2,6,1,1,3,2,0
1037,2,18,4,3,2,1,1,3,2,1
1038,1,42,4,3,2,1,2,2,2,0
1039,2,16,4,5,1,1,3,5,1,0
1040,2,16,3,1,2,1,1,1,1,1
1041,2,27,3,5,1,1,1,7,4,1
1042,1,22,4,2,3,1,1,7,2,1
1043,2,18,6,1,2,1,1,2,1,0
1044,1,21,4,3,2,1,1,4,2,1
1045,1,59,3,4,6,1,3,9,1,1
1046,1,18,3,5,1,1,1,6,1,1
1047,1,22,6,3,2,1,1,4,2,0
1048,2,21,4,2,4,1,1,9,2,1
1049,1,22,6,2,3,1,1,6,2,0
1050,1,52,4,3,2,1,1,1,2,0
1051,1,27,3,2,5,1,1,7,2,1
1052,1,22,4,2,5,1,1,2,2,0
1053,1,42,2,3,2,1,1,4,2,1
1054,1,21,4,2,3,1,1,3,2,0
1055,1,22,4,2,4,1,1,1,2,0
1056,1,18,6,3,2,1,1,4,2,0
1057,1,32,3,2,4,1,1,6,2,1
1058,1,32,4,2,4,1,1,4,2,0
1059,2,18,4,1,2,1,1,1,1,0
1060,2,27,2,7,3,2,1,3,4,1
1061,1,37,6,2,4,1,2,2,2,0
1062,2,18,6,2,3,1,1,5,2,0
1063,1,27,6,5,1,1,1,4,1,0
1064,2,59,3,5,1,1,1,1,1,1
1065,2,21,5,3,2,1,1,2,2,1
1066,2,16,4,4,4,1,1,9,1,1
1067,2,21,6,2,3,1,1,3,2,0
1068,2,27,3,2,4,1,1,2,2,1
1069,1,27,3,2,4,1,1,7,2,1
1070,1,22,3,2,4,1,2,11,2,0
1071,1,21,4,4,3,1,1,2,1,1
1072,2,27,4,2,5,1,1,12,2,1
1073,2,37,2,2,3,1,1,1,2,1
1074,1,32,6,2,4,1,1,5,2,0
1075,1,21,2,2,3,1,1,4,2,1
1076,2,22,3,6,3,3,1,2,1,1
1077,2,27,4,2,3,1,1,8,2,1
1078,1,32,6,3,2,1,1,2,2,0
1079,1,22,4,2,5,1,1,4,2,0
1080,2,16,6,3,2,1,1,6,2,1
1081,2,21,3,2,3,1,1,2,2,1
1082,1,18,6,3,2,1,1,2,2,0
1083,2,22,2,2,4,1,1,2,2,1
1084,1,22,6,6,4,1,1,6,1,0
1085,2,32,6,2,4,1,1,6,2,0
1086,1,18,4,1,2,1,1,2,1,0
1087,1,22,4,2,4,1,1,2,2,0
1088,1,32,5,5,1,1,1,6,1,0
1089,2,21,3,2,3,1,1,3,2,1
1090,2,47,6,5,1,1,2,2,1,0
1091,2,59,3,4,4,1,3,1,1,1
1092,1,32,6,2,4,1,1,3,2,0
1093,1,37,2,3,2,1,1,1,2,1
1094,1,22,6,5,1,1,1,2,1,0
1095,1,22,4,2,5,1,1,2,2,1
1096,2,22,6,2,4,1,1,3,2,0
1097,1,47,6,3,2,1,1,5,2,0
1098,2,32,6,2,3,1,1,5,2,0
1099,1,27,4,2,4,1,1,2,2,1
1100,1,37,6,3,2,1,1,8,2,0
1101,2,27,3,2,3,1,1,2,2,1
1102,2,27,6,7,2,1,1,5,4,0
1103,2,18,4,3,2,1,1,3,2,1
1104,2,18,4,4,4,1,1,3,1,1
1105,2,22,6,6,4,1,1,3,1,1
1106,2,21,4,5,1,1,1,3,1,1
1107,1,27,6,2,4,1,1,4,2,0
1108,1,32,6,2,4,1,1,5,2,0
1109,1,22,5,2,4,1,1,4,2,0
1110,2,18,4,3,2,1,1,6,2,1
1111,1,21,4,2,4,1,1,4,2,0
1112,1,32,4,4,4,1,1,2,1,1
1113,1,18,6,1,2,1,2,3,1,0
1114,1,59,3,4,3,1,3,8,1,1
1115,2,22,4,2,3,1,1,2,2,0
1116,1,37,4,2,4,1,2,11,2,0
1117,2,16,6,1,2,1,1,9,1,0
1118,2,18,5,3,2,1,1,2,2,1
1119,1,27,4,2,6,1,2,1,2,0
1120,2,18,4,5,1,1,1,8,1,1
1121,2,42,4,3,2,1,2,9,2,0
1122,2,18,6,3,2,1,1,5,2,0
1123,1,21,6,1,2,1,1,2,1,0
1124,2,22,4,2,3,1,1,5,2,1
1125,1,37,4,2,5,1,1,6,2,0
1126,2,21,4,6,3,1,1,3,1,0
1127,1,32,6,2,5,1,1,5,2,0
1128,1,32,4,2,5,1,1,7,2,0
1129,2,22,3,2,5,1,1,2,2,1
1130,1,27,4,2,6,1,2,11,2,0
1131,1,27,3,2,4,1,1,7,2,1
1132,2,27,3,7,3,3,1,8,2,1
1133,2,18,4,1,2,1,1,6,1,1
1134,1,37,6,2,3,1,1,5,2,1
1135,2,59,3,4,3,1,3,1,1,1
1136,2,27,3,2,4,1,1,1,2,1
1137,2,27,2,1,2,1,1,3,1,0
1138,1,21,3,1,2,1,1,4,1,1
1139,2,37,3,2,4,1,1,1,2,1
1140,2,22,5,3,2,1,1,3,2,0
1141,1,37,4,2,6,1,2,11,2,0
1142,1,42,3,3,2,1,1,1,2,1
1143,1,32,6,2,5,1,1,8,2,0
1144,2,27,4,5,1,1,1,3,1,1
1145,1,37,5,3,2,1,1,12,2,0
1146,2,32,3,2,5,3,1,8,2,1
1147,1,16,3,4,4,1,1,2,1,1
1148,1,21,3,3,2,1,1,4,2,1
1149,1,32,3,2,5,1,2,1,2,0
1150,2,59,3,4,4,1,3,1,1,1
1151,2,18,3,2,5,2,1,2,2,1
1152,2,21,4,2,3,1,1,1,2,1
1153,1,22,6,8,2,3,1,5,1,0
1154,2,32,6,5,1,1,1,5,1,0
1155,2,21,3,1,2,1,1,1,1,1
1156,1,27,6,2,4,3,1,8,2,0
1157,1,32,6,2,5,1,1,4,2,0
1158,2,27,4,2,3,1,1,5,2,1
1159,2,22,4,2,5,1,2,11,2,0
1160,1,42,4,3,2,1,1,6,2,1
1161,2,18,4,5,1,1,1,4,1,1
1162,1,32,6,2,5,1,2,3,2,0
1163,2,18,4,1,2,1,1,8,1,1
1164,1,27,4,2,6,1,2,11,2,0
1165,2,47,6,3,2,1,2,3,2,0
1166,2,59,3,4,3,1,1,2,1,1
1167,1,27,6,2,4,1,1,4,2,0
1168,1,18,4,5,1,1,1,8,1,1
1169,2,32,3,2,4,1,1,2,2,1
1170,1,21,6,5,1,1,1,5,1,0
1171,1,21,6,2,4,1,1,4,2,0
1172,1,37,5,5,1,1,1,6,1,1
1173,1,21,6,2,4,1,1,2,2,0
1174,1,16,4,4,4,1,2,1,1,0
1175,1,21,6,5,1,1,1,2,1,0
1176,1,59,4,4,4,1,3,9,1,1
1177,2,18,4,5,1,1,1,2,1,1
1178,2,27,4,2,3,1,2,9,2,0
1179,2,37,3,2,3,1,1,1,2,1
1180,2,22,4,2,4,1,1,3,2,1
1181,1,52,3,5,1,1,2,11,4,0
1182,2,32,3,2,4,1,1,7,2,1
1183,1,18,6,1,2,1,1,2,1,0
1184,1,32,6,2,4,1,1,6,2,0
1185,1,32,6,2,4,1,1,8,2,0
1186,2,22,6,2,4,1,1,5,2,0
1187,2,21,4,3,2,1,1,2,2,0
1188,2,47,2,5,1,1,1,2,2,1
1189,2,32,5,7,2,1,1,3,4,1
1190,1,18,4,4,3,1,2,10,1,0
1191,2,27,3,2,4,1,1,8,2,1
1192,2,42,4,5,1,3,1,2,4,0
1193,2,21,4,2,4,1,1,3,2,1
1194,2,32,4,3,2,3,1,9,2,1
1195,2,18,4,1,2,1,1,7,1,0
1196,2,59,4,4,4,1,1,2,1,1
1197,1,42,1,2,4,1,1,8,2,0
1198,1,59,4,4,6,2,3,1,1,1
1199,1,16,6,5,1,1,1,2,1,0
1200,1,22,4,2,5,1,1,7,2,0
1201,1,47,4,3,2,1,2,11,2,0
1202,2,59,4,4,4,1,3,1,1,1
1203,1,18,4,3,2,1,1,12,2,0
1204,2,22,4,2,4,1,1,3,2,1
1205,1,18,6,4,3,1,1,2,1,0
1206,1,42,6,3,2,1,1,4,2,0
1207,1,22,4,2,5,1,1,4,2,1
1208,1,18,3,2,4,3,1,2,2,1
1209,1,27,4,2,4,1,1,7,2,0
1210,2,16,6,1,2,1,1,5,1,0
1211,2,37,3,3,2,1,1,2,2,1
1212,1,18,4,5,1,1,1,4,1,1
1213,2,21,6,5,1,1,1,3,1,0
1214,1,27,4,7,2,1,1,2,1,1
1215,2,32,4,1,3,1,1,6,1,1
1216,1,22,2,4,3,1,1,2,1,1
1217,2,42,4,5,1,1,1,1,4,1
1218,2,27,2,7,3,1,1,9,4,1
1219,2,21,3,2,4,1,1,4,2,1
1220,1,27,4,2,3,2,2,1,2,0
1221,1,21,4,2,3,1,1,2,2,0
1222,2,21,4,2,4,1,1,6,2,0
1223,1,32,6,5,1,2,1,8,1,0
1224,1,37,6,2,4,1,1,3,2,0
1225,1,32,4,2,3,1,2,9,2,0
1226,1,32,4,2,4,1,1,6,2,1
1227,2,27,2,2,3,3,2,9,2,0
1228,2,37,3,3,2,1,1,3,2,1
1229,2,37,3,2,4,1,1,3,2,1
1230,2,37,3,2,3,1,1,2,2,1
1231,2,37,4,3,2,1,1,3,2,1
1232,1,27,2,2,4,1,1,4,2,1
1233,2,32,4,2,5,1,1,5,2,1
1234,2,27,6,2,4,1,1,5,2,0
1235,2,16,4,4,4,1,1,3,1,1
1236,2,21,6,1,2,1,1,8,1,0
1237,2,22,4,2,4,1,1,6,2,1
1238,1,37,5,2,5,1,1,6,2,0
1239,2,22,6,3,2,1,1,3,2,0
1240,1,27,6,2,4,1,1,6,2,0
1241,1,16,3,5,1,1,1,7,1,0
1242,2,22,6,3,2,1,1,2,2,0
1243,1,21,6,1,2,1,1,12,1,0
1244,2,21,3,2,3,1,1,9,2,1
1245,1,27,4,2,3,1,1,4,2,0
1246,2,27,4,5,1,1,1,3,4,1
1247,1,18,6,1,2,1,1,2,1,0
1248,1,37,2,7,2,1,1,2,4,1
1249,2,21,4,2,4,1,1,1,2,1
1250,2,32,3,1,2,1,1,6,4,1
